family,strategy,n_train,width,params,lr,weight_decay,step,epochs,examples_seen,train_loss,train_acc,val_loss,val_acc,l2_norm_sq,regularizer_loss,train_total_loss_reported,val_total_loss_reported,train_loss_std,train_acc_std,val_loss_std,val_acc_std,l2_norm_sq_std,regularizer_loss_std,train_total_loss_reported_std,val_total_loss_reported_std,seed_count
mnist_mlp,scratch,8192,45,9325,0.003,1e-05,96,3.0,24576,0.25751352806886035,0.9224853515625,0.3005256184895833,0.9094666666666668,94.07260237137477,0.0004703630118568739,0.25798389108071723,0.3009959815014402,0.004141629139391071,0.0010849846700824693,0.0046498283191039064,0.002042873792805986,3.3650471117611143,1.682523555880558e-05,0.004141742985317716,0.004661837755316311,3
mnist_mlp,scratch,8192,45,9325,0.003,3e-05,96,3.0,24576,0.2575138087073962,0.9224853515625,0.30052575480143234,0.9094666666666668,94.0723912641406,0.0014110858689621092,0.2589248945763583,0.30193684067039445,0.004141625007882773,0.0010849846700824693,0.004649817741079976,0.0020428737928059604,3.365040575578415,5.0475608633676214e-05,0.0041421716088245,0.004685934784871435,3
mnist_mlp,scratch,8192,45,9325,0.003,0.0001,96,3.0,24576,0.25751562789082527,0.9224853515625,0.3005264811197917,0.9094666666666668,94.07084184885025,0.004703542092442513,0.2622191699832678,0.3052300232122342,0.004141443163737374,0.0010849846700824693,0.0046497011281011235,0.0020428737928059604,3.3649448594579168,0.00016824724297289623,0.004145648837707689,0.004771097404655703,3
mnist_mlp,scratch,8192,45,9325,0.003,0.0003,96,3.0,24576,0.2575213313102722,0.9224853515625,0.3005290466308594,0.9094666666666668,94.06575120737155,0.01410986268110573,0.271631193991378,0.3146389093119651,0.0041415606715365875,0.0010849846700824693,0.004649828677344458,0.0020428737928059604,3.3648932174214017,0.0005047339826132105,0.004174288662017578,0.005022044815833584,3
mnist_mlp,scratch,8192,45,9325,0.003,0.001,96,3.0,24576,0.25753236934542656,0.9224446614583334,0.3005406534830729,0.9096666666666667,94.04846425602834,0.047024232128014175,0.3045566014734407,0.34756488561108706,0.004149502098123405,0.001107638150131511,0.0046601418494009806,0.0018903262505010673,3.365759110100745,0.001682879555050376,0.004490046337598319,0.005975988953652031,3
mnist_mlp,scratch,8192,45,9325,0.003,0.003,96,3.0,24576,0.2575889478127162,0.9224446614583334,0.30055393676757813,0.9097333333333334,93.99945415804784,0.14099918123707175,0.3985881290497879,0.4415531180046499,0.004144857949089747,0.001107638150131511,0.004639788577356665,0.0018147543451755227,3.3564996185647913,0.0050347494278471985,0.006546051042145012,0.008938761469153783,3
mnist_mlp,scratch,8192,45,9325,0.003,0.01,96,3.0,24576,0.25778700908025104,0.9225667317708334,0.30065511067708334,0.9096000000000001,93.8156985193491,0.4690784925967455,0.7268655016769966,0.7697336032738288,0.0041566103762792515,0.0010164384763018336,0.004619281832072376,0.002271563338320129,3.3428318302184024,0.01671415915109202,0.017228651852255403,0.020252719258048914,3
mnist_mlp,scratch,8192,45,9325,0.003,0.03,96,3.0,24576,0.2583317831158638,0.92236328125,0.3009417175292969,0.9096000000000001,93.32883778214455,1.3999325667321683,1.658264349848032,1.700874284261465,0.004092660163987621,0.0010641843123878599,0.0045374199959577755,0.0023065125189341376,3.3373432674971055,0.050060149012456534,0.05018013452392206,0.05339014936011178,3
mnist_mlp,scratch,8192,64,13258,0.003,0.0,96,3.0,24576,0.22446023176113764,0.9315999348958334,0.27953824462890625,0.9156,112.72926241780321,0.0,0.22446023176113764,0.27953824462890625,0.0034365836226854067,0.0011076381501315322,0.006828013954045288,0.0011135528725659666,1.210302695638113,0.0,0.0034365836226854067,0.006828013954045288,3
mnist_mlp,scratch,8192,64,13258,0.003,1e-06,96,3.0,24576,0.22446023176113764,0.9315999348958334,0.27953824462890625,0.9156,112.72926241780321,5.63646312089016e-05,0.22451659639234656,0.27959460926011515,0.0034365836226854136,0.0011076381501315367,0.006828013954045288,0.0011135528725659963,1.2103026956381162,6.051513478190555e-07,0.003436004376524315,0.006827933895851194,3
mnist_mlp,scratch,8192,64,13258,0.003,3e-06,96,3.0,24576,0.22446023176113764,0.9315999348958334,0.27953824462890625,0.9156,112.72926241780321,0.00016909389362670482,0.22462932565476434,0.279707338522533,0.0034365836226854067,0.0011076381501315322,0.006828013954045288,0.0011135528725659666,1.210302695638113,1.81545404345717e-06,0.0034348459109998916,0.006827773937552123,3
mnist_mlp,scratch,8192,64,13258,0.003,1e-05,96,3.0,24576,0.22446094453334808,0.9315999348958334,0.27953843485514324,0.9156,112.7283440803488,0.000563641720401744,0.2250245862537498,0.280102076575545,0.0034365901113163487,0.0011076381501315322,0.006827965712717782,0.0011135528725659666,1.2102966321904283,6.051483160952048e-06,0.0034307980820681367,0.006827167455744436,3
mnist_mlp,scratch,8192,64,13258,0.003,3e-05,96,3.0,24576,0.22446509078145027,0.9315999348958334,0.27954181620279944,0.9156,112.72573449959357,0.0016908860174939036,0.22615597679894417,0.2812327022202934,0.003435760051149385,0.0011076381501315322,0.00683281110860442,0.0011135528725659666,1.2086463056132335,1.8129694584198336e-05,0.0034184044586440137,0.006830388242185096,3
mnist_mlp,scratch,8192,64,13258,0.003,0.0001,96,3.0,24576,0.2244664654135704,0.9315999348958334,0.2795423675537109,0.9156,112.72459040706356,0.005636229520353179,0.23010269493392357,0.2851785970740641,0.0034361005860467932,0.0011076381501315322,0.006834013608614166,0.0011135528725659666,1.2093394174169059,6.046697087084518e-05,0.0033782590522860303,0.00682615415141743,3
mnist_mlp,scratch,8192,64,13258,0.003,0.0003,96,3.0,24576,0.22447041918834051,0.9316813151041666,0.27954340413411455,0.9155333333333333,112.71876507128279,0.016907814760692415,0.2413782339490329,0.29645121889480697,0.0034347298570300655,0.001023742319776126,0.00683207023634999,0.0012055427546683163,1.2084072621552655,0.00018126108932328943,0.003261618986310585,0.006809988880203337,3
mnist_mlp,scratch,8192,64,13258,0.003,0.001,96,3.0,24576,0.2244902439415455,0.9315999348958334,0.2795452158610026,0.9156666666666666,112.70083272829652,0.05635041636414826,0.2808406603056937,0.3358956322251509,0.003424995781425097,0.0011076381501315367,0.006848766189095578,0.0013012814197295532,1.2089374271713609,0.0006044687135856789,0.00285172318675372,0.0067947396454888604,3
mnist_mlp,scratch,8192,64,13258,0.003,0.003,96,3.0,24576,0.22455408175786337,0.9315592447916666,0.27958853963216146,0.9157333333333333,112.64263280729453,0.1689639492109418,0.3935180309688051,0.4485524888431032,0.0034256944915231997,0.0010381958676898557,0.006852936732277386,0.0012055427546683647,1.2178122279581622,0.0018267183419372454,0.0017638367893254069,0.006858417334797924,3
mnist_mlp,scratch,8192,64,13258,0.003,0.01,96,3.0,24576,0.22473609820008278,0.9315185546875,0.27962981363932293,0.9154666666666667,112.40959827477734,0.5620479913738866,0.7867840895739695,0.8416778050132095,0.0034278497879990442,0.0011772034620352728,0.006802654797261031,0.0011015141094571814,1.2007618358816774,0.006003809179408355,0.0029157729307736123,0.00850447667264423,3
mnist_mlp,scratch,8192,64,13258,0.003,0.03,96,3.0,24576,0.22530209769805273,0.9315999348958334,0.27985989074707035,0.9154666666666667,111.80765812719862,1.6771148719079791,1.9024169696060318,1.9569747626550493,0.003478189825687627,0.0009942050555721592,0.006792647516281146,0.0013012814197295086,1.202832801410933,0.018042492021164036,0.014774621787090351,0.018543364890677278,3
mnist_mlp,scratch,8192,91,18847,0.003,0.0,96,3.0,24576,0.2055328612526258,0.9376220703125,0.2658309173583984,0.9187333333333333,137.46816980590424,0.0,0.2055328612526258,0.2658309173583984,0.00437286304643992,0.00146484375,0.003545290331217761,0.0016653327995729296,1.4214888148586902,0.0,0.00437286304643992,0.003545290331217761,3
mnist_mlp,scratch,8192,91,18847,0.003,1e-06,96,3.0,24576,0.2055328612526258,0.9376220703125,0.2658309173583984,0.9187333333333333,137.46816980590424,6.873408490295211e-05,0.20560159533752875,0.2658996514433014,0.00437286304643992,0.00146484375,0.003545290331217761,0.0016653327995729296,1.4214888148586902,7.107444074293403e-07,0.004373573210609877,0.0035459994949864687,3
mnist_mlp,scratch,8192,91,18847,0.003,3e-06,96,3.0,24576,0.2055328612526258,0.9376220703125,0.2658309173583984,0.9187333333333333,137.46816980590424,0.00020620225470885636,0.20573906350733462,0.26603711961310733,0.00437286304643992,0.00146484375,0.003545290331217761,0.0016653327995729296,1.4214888148586902,2.132233222288036e-06,0.004374993539515166,0.0035474178244219554,3
mnist_mlp,scratch,8192,91,18847,0.003,1e-05,96,3.0,24576,0.20553353180487952,0.9376220703125,0.2658311075846354,0.9187333333333333,137.46702624981603,0.0006873351312490801,0.2062208669361286,0.2665184427158845,0.004372839615240703,0.00146484375,0.0035451340194207607,0.0016653327995728782,1.4214882481934326,7.107441240967158e-06,0.004379941266489254,0.003552225689773097,3
mnist_mlp,scratch,8192,91,18847,0.003,3e-05,96,3.0,24576,0.20553373048702875,0.9376220703125,0.26583112589518226,0.9187333333333333,137.46665739516416,0.0020619998609274627,0.20759573034795623,0.26789312575610974,0.004372828919846618,0.00146484375,0.0035451307736739054,0.0016653327995728782,1.4214854662004828,2.1322281993007436e-05,0.004394133889685181,0.003566405925142975,3
mnist_mlp,scratch,8192,91,18847,0.003,0.0001,96,3.0,24576,0.20553518955906233,0.9376220703125,0.26583218383789065,0.9187333333333333,137.4644949734211,0.0068732247486710555,0.21240841430773338,0.27270540858656167,0.004372847678430093,0.00146484375,0.00354737794671306,0.0016653327995728782,1.4211082045497134,7.105541022748575e-05,0.004443847143319037,0.0036182766927786627,3
mnist_mlp,scratch,8192,91,18847,0.003,0.0003,96,3.0,24576,0.2055322229862213,0.9376220703125,0.26583350931803384,0.9188000000000001,137.45178963119784,0.020617768444679677,0.226149991430901,0.2864512777627135,0.004368266600743787,0.0013427734375,0.003541706813494572,0.0015874507866387368,1.4180256398716151,0.0002127038459807422,0.004580814691093645,0.003753846539764324,3
mnist_mlp,scratch,8192,91,18847,0.003,0.001,96,3.0,24576,0.20554944376150766,0.9375406901041666,0.2658319081624349,0.9187333333333333,137.42307517925897,0.06871153758962949,0.27426098135113713,0.33454344575206435,0.004370859022630385,0.0014042508078399715,0.0035419095502625315,0.0016289055630494373,1.419768641038156,0.0007098843205190745,0.005080262383877571,0.004250232889897345,3
mnist_mlp,scratch,8192,91,18847,0.003,0.003,96,3.0,24576,0.20559426521261534,0.9375813802083334,0.2658547231038411,0.9186666666666666,137.33784582590064,0.20600676873885096,0.41160103395146624,0.47186149184269216,0.0043697642886955995,0.001350151369062259,0.0035252831813896773,0.0016772994167212557,1.4182566343848129,0.0021273849515772254,0.006495796409611442,0.005648297905414338,3
mnist_mlp,scratch,8192,91,18847,0.003,0.01,96,3.0,24576,0.20574661468466124,0.9377034505208334,0.2658343404134115,0.9189333333333334,137.0621841351191,0.6853109206755956,0.8910575353602569,0.9511452610890071,0.004338116952622321,0.001414822481340636,0.0035688008550778306,0.0014468356276140226,1.4233009298400314,0.007116504649200165,0.011451866524476726,0.010679761244299894,3
mnist_mlp,scratch,8192,91,18847,0.003,0.03,96,3.0,24576,0.20620412627855936,0.9375406901041666,0.2660117055257161,0.919,136.26847628007332,2.0440271442010998,2.250231270479659,2.310038849726816,0.004298231654555219,0.0012937917558255756,0.0034669760162078463,0.0013999999999999785,1.4144450215415605,0.021216675323123536,0.02551019431622293,0.02465753125415287,3
mnist_mlp,scratch,8192,128,26506,0.003,0.0,96,3.0,24576,0.1846799117823442,0.944580078125,0.24872291768391927,0.9244,161.05625943591198,0.0,0.1846799117823442,0.24872291768391927,0.002303535757941305,0.000559396447138164,0.007058303585515566,0.00039999999999995595,2.074158860604936,0.0,0.002303535757941305,0.007058303585515566,3
mnist_mlp,scratch,8192,128,26506,0.003,1e-06,96,3.0,24576,0.1846799117823442,0.944580078125,0.24872291768391927,0.9244,161.05625943591198,8.0528129717956e-05,0.18476043991206215,0.24880344581363723,0.002303535757941305,0.000559396447138164,0.007058303585515561,0.00039999999999995595,2.074158860604936,1.0370794303024678e-06,0.0023040428163913895,0.007059088749763828,3
mnist_mlp,scratch,8192,128,26506,0.003,3e-06,96,3.0,24576,0.1846799117823442,0.944580078125,0.24872291768391927,0.9244,161.05625943591198,0.00024158438915386797,0.18492149617149803,0.24896450207307316,0.002303535757941307,0.000559396447138164,0.007058303585515552,0.00039999999999995595,2.074158860604931,3.11123829090739e-06,0.002305057998460841,0.0070606592733062565,3
mnist_mlp,scratch,8192,128,26506,0.003,1e-05,96,3.0,24576,0.18468026320139566,0.944580078125,0.24872639770507812,0.9244,161.05666258620718,0.000805283312931036,0.18548554651432672,0.24953168101800915,0.002303170155271144,0.000559396447138164,0.007058840120081214,0.00039999999999995595,2.076495054303574,1.0382475271517881e-05,0.0023082717036075682,0.007066702110183895,3
mnist_mlp,scratch,8192,128,26506,0.003,3e-05,96,3.0,24576,0.18468042214711508,0.944580078125,0.24872637532552086,0.9244,161.05617467872798,0.0024158426201809197,0.187096264767296,0.25114221794570174,0.0023031767785807312,0.000559396447138164,0.0070588199337452305,0.00039999999999995595,2.076486128296939,3.1147291924454064e-05,0.0023185873629665305,0.007082425157505531,3
mnist_mlp,scratch,8192,128,26506,0.003,0.0001,96,3.0,24576,0.1846814105908076,0.944580078125,0.2487260569254557,0.9244,161.0528520575414,0.008052642602877072,0.19273405319368467,0.25677869952833277,0.0023032541406548404,0.000559396447138164,0.007059093066557581,0.00039999999999995595,2.0766109773532175,0.00010383054886766102,0.0023558515609832793,0.007138009701644767,3
mnist_mlp,scratch,8192,128,26506,0.003,0.0003,96,3.0,24576,0.18468440075715384,0.944580078125,0.24871788533528646,0.9244,161.0443617782245,0.024156654266733673,0.2088410550238875,0.2728745396020202,0.0023035758842414283,0.00048828125,0.007056546798014415,0.00039999999999995595,2.077631858014178,0.00031164477870212787,0.002471046449029267,0.007295701369373357,3
mnist_mlp,scratch,8192,128,26506,0.003,0.001,96,3.0,24576,0.184702234963576,0.9445393880208334,0.24872935078938804,0.9244,161.01189367783567,0.08050594683891783,0.26520818180249384,0.3292352976283059,0.002304102947589962,0.0004933412944735423,0.0070521543072738,0.00039999999999995595,2.0762133994954604,0.0010381066997477274,0.002953159869590396,0.00786753485200808,3
mnist_mlp,scratch,8192,128,26506,0.003,0.003,96,3.0,24576,0.18474427858988443,0.9444580078125,0.248746977742513,0.9244666666666667,160.89955888750652,0.2413493383312598,0.4260936169211442,0.4900963160737728,0.002301037530586434,0.0005320921561939299,0.007054510686382702,0.0003055050463303557,2.068582509732312,0.0031028737645984747,0.004686097247740408,0.00962227747139713,3
mnist_mlp,scratch,8192,128,26506,0.003,0.01,96,3.0,24576,0.18491519118348757,0.9444580078125,0.2487354970296224,0.9244666666666667,160.55718917710087,0.8027859458855042,0.9877011370689918,1.0515214429151267,0.002294642430288186,0.0004228639666916204,0.007040675463221496,0.0005033222956847752,2.06631440105735,0.010331572005286763,0.011612292192383198,0.01633085251020249,3
mnist_mlp,scratch,8192,128,26506,0.003,0.03,96,3.0,24576,0.18532491972049078,0.9445393880208334,0.248751860555013,0.9242666666666667,159.5626003264139,2.3934390048962086,2.5787639246166996,2.6421908654512216,0.002334598005045871,0.0003523866389096917,0.006928608347679209,0.0005033222956847457,2.037791794427316,0.03056687691640953,0.031778250826817116,0.03611160193276719,3
mnist_mlp,scratch,8192,181,37477,0.003,0.0,96,3.0,24576,0.16868599876761436,0.9497884114583334,0.24268660990397137,0.9278,192.66222389942655,0.0,0.16868599876761436,0.24268660990397137,0.0030867139578210877,0.0019733651778942205,0.005759096122595388,0.0009999999999999731,0.4063960736980822,0.0,0.0030867139578210877,0.005759096122595388,3
mnist_mlp,scratch,8192,181,37477,0.003,1e-06,96,3.0,24576,0.16868599876761436,0.9497884114583334,0.24268660990397137,0.9278,192.66222389942655,9.633111194971328e-05,0.1687823298795641,0.2427829410159211,0.0030867139578210877,0.0019733651778942205,0.005759096122595388,0.0010000000000000009,0.4063960736980822,2.0319803684904406e-07,0.0030868208608965135,0.005759231638114429,3
mnist_mlp,scratch,8192,181,37477,0.003,3e-06,96,3.0,24576,0.16868599876761436,0.9497884114583334,0.24268660990397137,0.9278,192.66222389942655,0.00028899333584913987,0.16897499210346348,0.24297560323982048,0.0030867139578210877,0.0019733651778942205,0.005759096122595388,0.0009999999999999731,0.4063960736980822,6.095941105471351e-07,0.0030870346960666342,0.005759502681093617,3
mnist_mlp,scratch,8192,181,37477,0.003,1e-05,96,3.0,24576,0.1686865451435248,0.9497884114583334,0.24268612467447914,0.9278,192.6602266508465,0.0009633011332542326,0.16964984627677904,0.24364942580773338,0.0030867253355324523,0.0019733651778942205,0.005758935896115423,0.0009999999999999731,0.4062783666555857,2.0313918332779243e-06,0.00308779488028751,0.005760290374250101,3
mnist_mlp,scratch,8192,181,37477,0.003,3e-05,96,3.0,24576,0.16868671774864197,0.9497884114583334,0.2426860850016276,0.9278,192.65958937474838,0.002889893840621225,0.17157661158926318,0.24557597884224883,0.003086707812237952,0.0019733651778942205,0.005758931379835393,0.0009999999999999731,0.40628634918790946,6.0942952378186495e-06,0.0030899193605511102,0.005762996126345881,3
mnist_mlp,scratch,8192,181,37477,0.003,0.0001,96,3.0,24576,0.16868756214777628,0.9497884114583334,0.2426829060872396,0.9278,192.65578499250114,0.009632789249625058,0.17832035139740135,0.25231569533686465,0.0030865486201337115,0.0019733651778942205,0.005764877820045384,0.0009999999999999731,0.4054138738968262,2.02706936948422e-05,0.0030973021090052104,0.005778390309494676,3
mnist_mlp,scratch,8192,181,37477,0.003,0.0003,96,3.0,24576,0.1686923677722613,0.9497884114583334,0.24268094787597658,0.9278,192.64018382597715,0.02889602757389657,0.19758839534615788,0.27157697544987314,0.0030951104247225127,0.0019733651778942205,0.005766998288668345,0.0009999999999999731,0.40805003494848185,6.120750524227263e-05,0.003127775847603946,0.005808136547689665,3
mnist_mlp,scratch,8192,181,37477,0.003,0.001,96,3.0,24576,0.16870231305559477,0.9498291015625,0.24267222696940105,0.9278,192.60131278137365,0.09630065639068681,0.2650029694462816,0.33897288336008785,0.0031041957990205027,0.0020095309610784094,0.005792632167969673,0.0012000000000000205,0.4028531138250283,0.0002014265569125142,0.003216386700450904,0.005929159416444851,3
mnist_mlp,scratch,8192,181,37477,0.003,0.003,96,3.0,24576,0.16871138537923494,0.9497884114583334,0.2426606689453125,0.9279333333333334,192.45651902568838,0.2886847785385325,0.4573961639177675,0.531345447483845,0.0031300076228736864,0.001977137144084682,0.00577341135523768,0.0010066445913694529,0.4176610628319936,0.0006264915942479699,0.0035141677651837114,0.006198316487634966,3
mnist_mlp,scratch,8192,181,37477,0.003,0.01,96,3.0,24576,0.16882940381765366,0.9498291015625,0.2426690694173177,0.9279333333333333,191.99334752808014,0.9599667376404007,1.1287961414580543,1.2026358070577186,0.0031418040335249695,0.0020169325734690313,0.005811438677679071,0.0008082903768654385,0.4235635878315803,0.0021178179391579057,0.0046350892308419,0.007413736455552299,3
mnist_mlp,scratch,8192,181,37477,0.003,0.03,96,3.0,24576,0.16918726513783136,0.94970703125,0.24256175333658855,0.9279333333333333,190.72166130815944,2.8608249196223916,3.030012184760223,3.1033866729589796,0.003074109447302283,0.002117840768175961,0.005691927481495092,0.0006110100926607659,0.45107178337661324,0.0067660767506492955,0.008750740639488825,0.011447889039729259,3
mnist_mlp,scratch,8192,256,53002,0.003,0.0,96,3.0,24576,0.14973417793711027,0.9559326171875,0.23923594970703124,0.9300666666666667,239.95145230802396,0.0,0.14973417793711027,0.23923594970703124,0.003954776087617612,0.001760523083722651,0.006138726435118304,0.003494757979221657,1.6186155417401515,0.0,0.003954776087617612,0.006138726435118304,3
mnist_mlp,scratch,8192,256,53002,0.003,1e-06,96,3.0,24576,0.14973417793711027,0.9559326171875,0.23923594970703124,0.9300666666666667,239.95145230802396,0.00011997572615401199,0.14985415366326427,0.23935592543318526,0.003954776087617618,0.001760523083722651,0.006138726435118311,0.0034947579792216337,1.6186155417401575,8.093077708700766e-07,0.003954113809368178,0.006137978952031478,3
mnist_mlp,scratch,8192,256,53002,0.003,3e-06,96,3.0,24576,0.14973417793711027,0.9559326171875,0.23923594970703124,0.9300666666666667,239.95145230802396,0.000359927178462036,0.1500941051155723,0.23959587688549325,0.003954776087617618,0.001760523083722651,0.006138726435118311,0.0034947579792216337,1.6186155417401575,2.4279233126102516e-06,0.003952789417082425,0.006136484032911541,3
mnist_mlp,scratch,8192,256,53002,0.003,1e-05,96,3.0,24576,0.14973468333482742,0.9559326171875,0.23923577067057292,0.9300666666666667,239.94901888134578,0.001199745094406729,0.15093442842923416,0.24043551576497965,0.003954789166413953,0.001760523083722651,0.006138763007797235,0.0034947579792216337,1.6186499803218815,8.093249901609397e-06,0.003948168609308894,0.006131288706561731,3
mnist_mlp,scratch,8192,256,53002,0.003,3e-05,96,3.0,24576,0.1497343679269155,0.9559326171875,0.2392364573160807,0.9300666666666667,239.94562422018498,0.003599184363302775,0.15333355229021825,0.2428356416793835,0.003954477485730417,0.001760523083722651,0.0061370132398062055,0.0034947579792216337,1.6164613714348979,2.424692057152343e-05,0.003934626234994861,0.006114645339356298,3
mnist_mlp,scratch,8192,256,53002,0.003,0.0001,96,3.0,24576,0.1497359685599804,0.9559326171875,0.2392375559488932,0.9300666666666667,239.9411793909967,0.011997058969549834,0.16173302752953023,0.25123461491844307,0.003952344390374016,0.001760523083722651,0.006135260492764046,0.0034947579792216337,1.6189707188213607,8.09485359410675e-05,0.003886093217249605,0.006060770537244153,3
mnist_mlp,scratch,8192,256,53002,0.003,0.0003,96,3.0,24576,0.14973858123024306,0.9558919270833334,0.2392319061279297,0.9300666666666667,239.9269443669667,0.035989041655045,0.18572762288528807,0.27522094778297473,0.003950609010703739,0.0017104369756659802,0.006138877467415413,0.0034947579792216337,1.6192422484679352,0.00024288633727019261,0.0037532419410943566,0.005915844308108586,3
mnist_mlp,scratch,8192,256,53002,0.003,0.001,96,3.0,24576,0.14974684889117876,0.9558919270833334,0.23922223002115883,0.93,239.87096307395646,0.11993548153697824,0.269682330428157,0.3591577115581371,0.003951079739975435,0.0018283400015186224,0.00614888694735195,0.003605551275463969,1.6198516685447348,0.0008099258342723614,0.003315363443180743,0.0054115442294494906,3
