n_train,width,lr,weight_decay,x_low,x_high,time_pressure,loss_low,loss_high
23170,128,0.003,0.03,40.0,272.0,0.09737230790998674,0.34858882853190104,0.16193364969889323
23170,181,0.003,0.0,40.0,272.0,0.08586323051620305,0.32573972371419274,0.1611465555826823
23170,181,0.003,1e-06,40.0,272.0,0.08586323051620305,0.32573972371419274,0.1611465555826823
23170,181,0.003,3e-06,40.0,272.0,0.08586323051620305,0.32573972371419274,0.1611465555826823
23170,181,0.003,1e-05,40.0,272.0,0.08586092369534222,0.32573979288736976,0.16115104675292968
23170,181,0.003,3e-05,40.0,272.0,0.08585895225768458,0.3257398173014323,0.16115485026041668
23170,181,0.003,0.0001,40.0,272.0,0.0858042184618706,0.32573944091796875,0.16125939432779948
23170,181,0.003,0.0003,40.0,272.0,0.08582221983689703,0.32573954874674477,0.16122499491373699
23170,181,0.003,0.001,40.0,272.0,0.0857892551704485,0.3257498555501302,0.16129849243164063
23170,181,0.003,0.003,40.0,272.0,0.0858094216775458,0.3257499348958333,0.16125991414388022
23170,181,0.003,0.01,40.0,272.0,0.0859506084540119,0.3257510294596354,0.16099036458333335
23170,181,0.003,0.03,40.0,272.0,0.08614160388150037,0.3258020812988281,0.16067529296875
23170,256,0.003,0.0,40.0,272.0,0.07755103695875333,0.308084912109375,0.15942557576497396
23170,256,0.003,1e-06,40.0,272.0,0.07755103695875333,0.308084912109375,0.15942557576497396
23170,256,0.003,3e-06,40.0,272.0,0.07755103695875333,0.308084912109375,0.15942557576497396
23170,256,0.003,1e-05,40.0,272.0,0.07755060393233916,0.3080849202473958,0.15942641398111979
23170,256,0.003,3e-05,40.0,272.0,0.07758379307203919,0.3080849060058594,0.15936277872721352
23170,256,0.003,0.0001,40.0,272.0,0.0776209298630811,0.3080847900390625,0.15929147440592448
23170,256,0.003,0.0003,40.0,272.0,0.07751389220766704,0.30808476765950527,0.15949663492838542
23170,256,0.003,0.001,40.0,272.0,0.07759030040831832,0.3080856140136719,0.15935101267496746
23170,256,0.003,0.003,40.0,272.0,0.07744450662350094,0.3080862854003906,0.15963115946451822
23170,256,0.003,0.01,40.0,272.0,0.07767402707377091,0.30807260538736975,0.15917750651041665
23170,256,0.003,0.03,40.0,272.0,0.07806035456092511,0.30807731119791665,0.1584416524251302
32768,32,0.003,0.0,40.0,384.0,0.16301530752189897,0.5641701517740886,0.19546814473470053
32768,32,0.003,1e-06,40.0,384.0,0.16301530752189897,0.5641701517740886,0.19546814473470053
32768,32,0.003,3e-06,40.0,384.0,0.16301530752189897,0.5641701517740886,0.19546814473470053
32768,32,0.003,1e-05,40.0,384.0,0.16302459238589492,0.5641713195800782,0.1954483123779297
32768,32,0.003,3e-05,40.0,384.0,0.16302897035848438,0.5641716979980469,0.1954387888590495
32768,32,0.003,0.0001,40.0,384.0,0.1630344718337992,0.5641742065429688,0.19542885437011717
32768,32,0.003,0.0003,40.0,384.0,0.1630077857206265,0.5641821431477865,0.19549714864095055
32768,32,0.003,0.001,40.0,384.0,0.162964010492341,0.5642115193684897,0.19562553405761718
32768,32,0.003,0.003,40.0,384.0,0.16306422666558473,0.5642931803385417,0.19548052978515626
32768,32,0.003,0.01,40.0,384.0,0.1632301124276703,0.5645794799804688,0.19539163513183597
32768,32,0.003,0.03,40.0,384.0,0.16339342645693625,0.56540361328125,0.19584639078776042
32768,45,0.003,0.0,40.0,384.0,0.1359553760279133,0.4813642110188802,0.17386535847981768
32768,45,0.003,1e-06,40.0,384.0,0.1359553760279133,0.4813642110188802,0.17386535847981768
32768,45,0.003,3e-06,40.0,384.0,0.1359553760279133,0.4813642110188802,0.17386535847981768
32768,45,0.003,1e-05,40.0,384.0,0.13594939150939314,0.48136504923502604,0.17387973225911457
32768,45,0.003,3e-05,40.0,384.0,0.13595297790280061,0.4813653523763021,0.173871923828125
32768,45,0.003,0.0001,40.0,384.0,0.13592104263017743,0.4813672302246094,0.17394603169759115
32768,45,0.003,0.0003,40.0,384.0,0.13598891379861913,0.48137309977213544,0.1737983927408854
32768,45,0.003,0.001,40.0,384.0,0.13595860171307986,0.4813934427897135,0.17388729451497395
32768,45,0.003,0.003,40.0,384.0,0.1360967997444711,0.48145714111328125,0.17363842163085938
32768,45,0.003,0.01,40.0,384.0,0.13626989292496083,0.48165766805013027,0.17344745279947915
32768,45,0.003,0.03,40.0,384.0,0.1362442084293099,0.4822467549641927,0.1740946319580078
32768,64,0.003,0.0,40.0,384.0,0.11637583811946488,0.4208396158854167,0.15762503967285155
32768,64,0.003,1e-06,40.0,384.0,0.11637583811946488,0.4208396158854167,0.15762503967285155
32768,64,0.003,3e-06,40.0,384.0,0.11637583811946488,0.4208396158854167,0.15762503967285155
32768,64,0.003,1e-05,40.0,384.0,0.11644225790948597,0.42084017333984375,0.15747537129720052
32768,64,0.003,3e-05,40.0,384.0,0.11643101928414538,0.42084036458333335,0.15750098164876303
32768,64,0.003,0.0001,40.0,384.0,0.11643352580163471,0.42084163818359377,0.1574965861002604
32768,64,0.003,0.0003,40.0,384.0,0.11650670010083479,0.42084556070963536,0.1573350056966146
32768,64,0.003,0.001,40.0,384.0,0.1165045763298704,0.42085773315429686,0.15735198160807293
32768,64,0.003,0.003,40.0,384.0,0.11643433941910075,0.4208927347819011,0.15754584248860679
32768,64,0.003,0.01,40.0,384.0,0.1165264086234226,0.42106367797851557,0.1575085469563802
32768,64,0.003,0.03,40.0,384.0,0.11668247655484709,0.4214564127604166,0.1575482930501302
32768,91,0.003,0.0,40.0,384.0,0.10687703860554813,0.3816651977539062,0.13993465576171873
32768,91,0.003,1e-06,40.0,384.0,0.10687703860554813,0.3816651977539062,0.13993465576171873
32768,91,0.003,3e-06,40.0,384.0,0.10687703860554813,0.3816651977539062,0.13993465576171873
32768,91,0.003,1e-05,40.0,384.0,0.10684593718963138,0.3816655436197916,0.14000534566243492
32768,91,0.003,3e-05,40.0,384.0,0.10686123130899698,0.3816656534830729,0.13997086385091145
32768,91,0.003,0.0001,40.0,384.0,0.10685250257435247,0.38166641438802085,0.13999136708577473
32768,91,0.003,0.0003,40.0,384.0,0.10684690732389025,0.38166893107096356,0.14000653889973957
32768,91,0.003,0.001,40.0,384.0,0.10682566444199597,0.38167178955078124,0.140057443745931
32768,91,0.003,0.003,40.0,384.0,0.106974215069757,0.38168722330729166,0.1397368911743164
32768,91,0.003,0.01,40.0,384.0,0.10690846902156238,0.3817769470214844,0.1399753168741862
32768,91,0.003,0.03,40.0,384.0,0.10707795759332824,0.3819855021158854,0.13980052897135417
32768,128,0.003,0.0,40.0,384.0,0.0926281529995414,0.3499924641927083,0.1404895258585612
32768,128,0.003,1e-06,40.0,384.0,0.0926281529995414,0.3499924641927083,0.1404895258585612
32768,128,0.003,3e-06,40.0,384.0,0.0926281529995414,0.3499924641927083,0.1404895258585612
32768,128,0.003,1e-05,40.0,384.0,0.09266588793895536,0.349992665608724,0.14040437978108725
32768,128,0.003,3e-05,40.0,384.0,0.09262112750942085,0.3499927266438802,0.14050567830403646
32768,128,0.003,0.0001,40.0,384.0,0.09266560976183942,0.34999314778645835,0.14040549112955727
32768,128,0.003,0.0003,40.0,384.0,0.09270575159670356,0.34999441935221354,0.1403159713745117
32768,128,0.003,0.001,40.0,384.0,0.09246782380848072,0.3500028523763021,0.14086254069010418
32768,128,0.003,0.003,40.0,384.0,0.09267838387088868,0.3500135498046875,0.14039700113932294
32768,128,0.003,0.01,40.0,384.0,0.09269841509692145,0.35006175130208333,0.14039989674886066
32768,128,0.003,0.03,40.0,384.0,0.09302433838012479,0.35018632405598954,0.13978730824788413
32768,181,0.003,0.0,40.0,384.0,0.08054233059445429,0.3213994588216146,0.13923178761800128
32768,181,0.003,1e-06,40.0,384.0,0.08054233059445429,0.3213994588216146,0.13923178761800128
32768,181,0.003,3e-06,40.0,384.0,0.08054233059445429,0.3213994588216146,0.13923178761800128
32768,181,0.003,1e-05,40.0,384.0,0.08048477559174959,0.3213991678873698,0.1393616724650065
32768,181,0.003,3e-05,40.0,384.0,0.08051261309282332,0.32139919230143227,0.1392987350463867
32768,181,0.003,0.0001,40.0,384.0,0.08078608323607817,0.3213946126302083,0.1386756306966146
32768,181,0.003,0.0003,40.0,384.0,0.08077425025170976,0.32139603271484374,0.1387038141886393
32768,181,0.003,0.001,40.0,384.0,0.08080281434151561,0.32139776000976567,0.13864093627929688
32768,181,0.003,0.003,40.0,384.0,0.08055032352026828,0.32140713500976564,0.1392213857014974
32768,181,0.003,0.01,40.0,384.0,0.08099450311124894,0.3214245869954427,0.13823420867919922
32768,181,0.003,0.03,40.0,384.0,0.08135648350083308,0.3214989807128906,0.1374898885091146
32768,256,0.003,0.0,40.0,384.0,0.07252207933216206,0.3057075419108073,0.14167977905273438
32768,256,0.003,1e-06,40.0,384.0,0.07252207933216206,0.3057075419108073,0.14167977905273438
32768,256,0.003,3e-06,40.0,384.0,0.07252207933216206,0.3057075419108073,0.14167977905273438
32768,256,0.003,1e-05,40.0,384.0,0.07252698914701443,0.3057075439453125,0.1416686762491862
32768,256,0.003,3e-05,40.0,384.0,0.07251266651119039,0.30570757039388025,0.1417010971069336
32768,256,0.003,0.0001,40.0,384.0,0.07256465797157621,0.3057075764973958,0.14158351084391277
32768,256,0.003,0.0003,40.0,384.0,0.07316951059582474,0.3057085734049479,0.14021647440592447
32768,256,0.003,0.001,40.0,384.0,0.07280219514245839,0.3057125447591146,0.14105122629801434
32768,256,0.003,0.003,40.0,384.0,0.07301931766614157,0.30570876871744795,0.1405563705444336
32768,256,0.003,0.01,40.0,384.0,0.0731483156134662,0.3057250935872396,0.14028093261718752
32768,256,0.003,0.03,40.0,384.0,0.07328501526642285,0.3057406758626302,0.1399873326619466
46341,32,0.003,0.0,40.0,543.0,0.15660021825691947,0.5741976603190104,0.1657482940673828
46341,32,0.003,1e-06,40.0,543.0,0.15660021825691947,0.5741976603190104,0.1657482940673828
46341,32,0.003,3e-06,40.0,543.0,0.15660021825691947,0.5741976603190104,0.1657482940673828
46341,32,0.003,1e-05,40.0,543.0,0.15657777748929172,0.5741988444010416,0.1658080088297526
46341,32,0.003,3e-05,40.0,543.0,0.1566000232486847,0.5741947998046876,0.16574594217936198
46341,32,0.003,0.0001,40.0,543.0,0.15657658208881242,0.5741973266601562,0.16580960896809896
46341,32,0.003,0.0003,40.0,543.0,0.15663407831676054,0.5742052775065104,0.16566759643554688
46341,32,0.003,0.001,40.0,543.0,0.15689177116860265,0.5742341023763021,0.1650242991129557
46341,32,0.003,0.003,40.0,543.0,0.15694193274682347,0.5743653564453125,0.16502472025553386
46341,32,0.003,0.01,40.0,543.0,0.15707924779535712,0.5746371826171875,0.16493839721679687
46341,32,0.003,0.03,40.0,543.0,0.15726808089939287,0.5754425618489584,0.16525125630696613
46341,45,0.003,0.0,40.0,543.0,0.12656949456088024,0.47849001057942714,0.1483676747639974
46341,45,0.003,1e-06,40.0,543.0,0.12656949456088024,0.47849001057942714,0.1483676747639974
46341,45,0.003,3e-06,40.0,543.0,0.12656949456088024,0.47849001057942714,0.1483676747639974
46341,45,0.003,1e-05,40.0,543.0,0.12659711611228183,0.4784908772786458,0.14829649810791015
46341,45,0.003,3e-05,40.0,543.0,0.12662020021207615,0.47849117431640625,0.14823658650716146
46341,45,0.003,0.0001,40.0,543.0,0.126515476499808,0.4784930623372396,0.1485116180419922
46341,45,0.003,0.0003,40.0,543.0,0.12647385725731247,0.4784990071614583,0.14862611541748047
46341,45,0.003,0.001,40.0,543.0,0.1265399525683823,0.47851956176757815,0.14847427825927736
46341,45,0.003,0.003,40.0,543.0,0.12658469876792278,0.47857662150065106,0.14841462961832683
46341,45,0.003,0.01,40.0,543.0,0.1265505169444943,0.4787896667480469,0.14871682891845703
46341,45,0.003,0.03,40.0,543.0,0.1266892177215444,0.4793882527669271,0.14895365142822267
46341,64,0.003,0.0,40.0,543.0,0.10616327787808695,0.41512559000651045,0.13822735799153646
46341,64,0.003,1e-06,40.0,543.0,0.10616327787808695,0.41512559000651045,0.13822735799153646
46341,64,0.003,3e-06,40.0,543.0,0.10616327787808695,0.41512559000651045,0.13822735799153646
46341,64,0.003,1e-05,40.0,543.0,0.10612731621449945,0.4151261759440104,0.13832174021402996
46341,64,0.003,3e-05,40.0,543.0,0.10617096081252154,0.4151263448079427,0.13820807393391926
46341,64,0.003,0.0001,40.0,543.0,0.10619528925986213,0.4151275939941406,0.13814586893717448
46341,64,0.003,0.0003,40.0,543.0,0.10608007000938884,0.41513093668619794,0.1384497299194336
46341,64,0.003,0.001,40.0,543.0,0.1060963781580486,0.4151450622558594,0.13842132008870445
46341,64,0.003,0.003,40.0,543.0,0.10620280370718185,0.4152062052408854,0.13820488077799478
46341,64,0.003,0.01,40.0,543.0,0.10624081178718532,0.4153539957682291,0.13825353749593097
46341,64,0.003,0.03,40.0,543.0,0.10636851331975988,0.41575791829427083,0.13832438507080078
46341,91,0.003,0.0,40.0,543.0,0.09735451858719882,0.37914021199544273,0.12521724904378254
46341,91,0.003,1e-06,40.0,543.0,0.09735451858719882,0.37914021199544273,0.12521724904378254
46341,91,0.003,3e-06,40.0,543.0,0.09735451858719882,0.37914021199544273,0.12521724904378254
46341,91,0.003,1e-05,40.0,543.0,0.0973073014383152,0.3791402221679688,0.12534041239420574
46341,91,0.003,3e-05,40.0,543.0,0.09732939684635906,0.3791403177897135,0.12528287811279296
46341,91,0.003,0.0001,40.0,543.0,0.09726326584878234,0.37914121297200526,0.12545625813802083
46341,91,0.003,0.0003,40.0,543.0,0.09719657790768697,0.3791478942871094,0.12563687693277995
46341,91,0.003,0.001,40.0,543.0,0.09744261492232686,0.3791595031738281,0.12500676472981773
46341,91,0.003,0.003,40.0,543.0,0.09720388506125308,0.37918275756835934,0.1256526814778646
46341,91,0.003,0.01,40.0,543.0,0.09730893463228164,0.3792940124511719,0.1254899429321289
46341,91,0.003,0.03,40.0,543.0,0.09719852213978791,0.3795645751953125,0.12604848683675132
46341,128,0.003,0.0,40.0,543.0,0.08632949889816703,0.347385117594401,0.12221794026692707
46341,128,0.003,1e-06,40.0,543.0,0.08632949889816703,0.347385117594401,0.12221794026692707
46341,128,0.003,3e-06,40.0,543.0,0.08632949889816703,0.347385117594401,0.12221794026692707
46341,128,0.003,1e-05,40.0,543.0,0.0864773441963716,0.34738532918294274,0.12183253733317057
46341,128,0.003,3e-05,40.0,543.0,0.08658773445792654,0.3473854248046875,0.12154470977783204
46341,128,0.003,0.0001,40.0,543.0,0.08641994430249149,0.3473858317057292,0.12198275197347004
46341,128,0.003,0.0003,40.0,543.0,0.08633788093712343,0.3473869689941407,0.12219792938232421
46341,128,0.003,0.001,40.0,543.0,0.08661011711310031,0.34739215291341147,0.12149305877685547
46341,128,0.003,0.003,40.0,543.0,0.08659169098000237,0.3474067891438802,0.12155575459798178
46341,128,0.003,0.01,40.0,543.0,0.08703655215057975,0.34746352742513026,0.12045219268798828
46341,128,0.003,0.03,40.0,543.0,0.08736951330584831,0.3475995544433594,0.11971978047688803
46341,181,0.003,0.0,40.0,543.0,0.07397470128533336,0.31877674763997393,0.12583372243245441
46341,181,0.003,1e-06,40.0,543.0,0.07397470128533336,0.31877674763997393,0.12583372243245441
46341,181,0.003,3e-06,40.0,543.0,0.07397470128533336,0.31877674763997393,0.12583372243245441
46341,181,0.003,1e-05,40.0,543.0,0.07410612962028312,0.31877699178059893,0.12549117126464843
46341,181,0.003,3e-05,40.0,543.0,0.07399513229809322,0.3187770324707031,0.12578071848551434
46341,181,0.003,0.0001,40.0,543.0,0.07388109479752282,0.3187770060221354,0.1260781280517578
46341,181,0.003,0.0003,40.0,543.0,0.07348371384193786,0.31877694091796877,0.127114523824056
46341,181,0.003,0.001,40.0,543.0,0.07396251268563371,0.318781699625651,0.12587046508789063
46341,181,0.003,0.003,40.0,543.0,0.07376042779700219,0.3187893900553385,0.12640523935953776
46341,181,0.003,0.01,40.0,543.0,0.07406137523039677,0.31880404866536455,0.1256349578857422
46341,181,0.003,0.03,40.0,543.0,0.07433231187149698,0.3188763203938802,0.12500056457519532
46341,256,0.003,0.0,40.0,543.0,0.06925031400412138,0.30804526163736984,0.12742452443440755
46341,256,0.003,1e-06,40.0,543.0,0.06925031400412138,0.30804526163736984,0.12742452443440755
46341,256,0.003,3e-06,40.0,543.0,0.06925031400412138,0.30804526163736984,0.12742452443440755
46341,256,0.003,1e-05,40.0,543.0,0.06965973925331222,0.30804525146484374,0.1263566390991211
46341,256,0.003,3e-05,40.0,543.0,0.06955195586184006,0.3080452392578125,0.12663775075276693
46341,256,0.003,0.0001,40.0,543.0,0.06963441509392476,0.30804422810872395,0.12642166697184246
46341,256,0.003,0.0003,40.0,543.0,0.06993664704656197,0.3080444742838542,0.12563362274169923
46341,256,0.003,0.001,40.0,543.0,0.06972592524321122,0.3080366658528646,0.12617542521158853
46341,256,0.003,0.003,40.0,543.0,0.07010165501951118,0.3080359313964844,0.1251947011311849
46341,256,0.003,0.01,40.0,543.0,0.06939042722581615,0.3080397664388021,0.12705358174641926
46341,256,0.003,0.03,40.0,543.0,0.07030308058530083,0.30803720092773434,0.1246706064860026
50000,32,0.003,0.0,40.0,586.0,0.15178622913072334,0.5708458333333334,0.16338475748697914
50000,32,0.003,1e-06,40.0,586.0,0.15178622913072334,0.5708458333333334,0.16338475748697914
50000,32,0.003,3e-06,40.0,586.0,0.15178622913072334,0.5708458333333334,0.16338475748697914
50000,32,0.003,1e-05,40.0,586.0,0.15181696035367145,0.5708464477539062,0.16330287577311198
50000,32,0.003,3e-05,40.0,586.0,0.15182911081463313,0.5708468587239584,0.16327066955566408
50000,32,0.003,0.0001,40.0,586.0,0.15182604439964742,0.5708519368489583,0.16328397928873697
50000,32,0.003,0.0003,40.0,586.0,0.15182031628188616,0.5708598144531251,0.16330723368326824
50000,32,0.003,0.001,40.0,586.0,0.15190041708925953,0.570882840983073,0.163115234375
50000,32,0.003,0.003,40.0,586.0,0.15183383965702152,0.570964892578125,0.1633760091145833
50000,32,0.003,0.01,40.0,586.0,0.15193169096004003,0.5712373494466146,0.1633857899983724
50000,32,0.003,0.03,40.0,586.0,0.1521963841138154,0.5720220662434895,0.16345995381673176
50000,45,0.003,0.0,40.0,586.0,0.12552167539489079,0.47959505004882813,0.1426396016438802
50000,45,0.003,1e-06,40.0,586.0,0.12552167539489079,0.47959505004882813,0.1426396016438802
50000,45,0.003,3e-06,40.0,586.0,0.12552167539489079,0.47959505004882813,0.1426396016438802
50000,45,0.003,1e-05,40.0,586.0,0.1255992954452567,0.47959590861002604,0.14243209381103517
50000,45,0.003,3e-05,40.0,586.0,0.12539343676061956,0.479596494547526,0.14298529510498045
50000,45,0.003,0.0001,40.0,586.0,0.12557098870612945,0.4795983825683594,0.14251055552164713
50000,45,0.003,0.0003,40.0,586.0,0.1255425843889178,0.47960431518554686,0.14259273783365886
50000,45,0.003,0.001,40.0,586.0,0.12553810129172444,0.47962499999999997,0.14262545725504558
50000,45,0.003,0.003,40.0,586.0,0.1257707376763802,0.4796852233886719,0.1420611821492513
50000,45,0.003,0.01,40.0,586.0,0.12570408161325866,0.47990035400390624,0.1424552469889323
50000,45,0.003,0.03,40.0,586.0,0.12590950053336405,0.48047770996093747,0.14248116811116537
50000,64,0.003,0.0,40.0,586.0,0.10820460151650674,0.41748228556315103,0.12701348876953125
50000,64,0.003,1e-06,40.0,586.0,0.10820460151650674,0.41748228556315103,0.12701348876953125
50000,64,0.003,3e-06,40.0,586.0,0.10820460151650674,0.41748228556315103,0.12701348876953125
50000,64,0.003,1e-05,40.0,586.0,0.10814244692936338,0.41748289388020837,0.12718094736735028
50000,64,0.003,3e-05,40.0,586.0,0.10818916807405361,0.4174831034342448,0.12705573679606122
50000,64,0.003,0.0001,40.0,586.0,0.1081243055529646,0.4174843933105468,0.12723114624023438
50000,64,0.003,0.0003,40.0,586.0,0.10817607063199342,0.4174911804199219,0.12709897308349608
50000,64,0.003,0.001,40.0,586.0,0.10823262688970137,0.41751134440104165,0.1269673151652018
50000,64,0.003,0.003,40.0,586.0,0.1082789941006797,0.4175514139811198,0.12688291473388671
50000,64,0.003,0.01,40.0,586.0,0.10791539257955035,0.41769228515625006,0.1279998524983724
50000,64,0.003,0.03,40.0,586.0,0.10851271483364015,0.41808448893229166,0.12678858032226561
50000,91,0.003,0.0,40.0,586.0,0.09328998704326545,0.3788129659016927,0.12838156178792318
50000,91,0.003,1e-06,40.0,586.0,0.09328998704326545,0.3788129659016927,0.12838156178792318
50000,91,0.003,3e-06,40.0,586.0,0.09328998704326545,0.3788129659016927,0.12838156178792318
50000,91,0.003,1e-05,40.0,586.0,0.09312189429830837,0.37881337076822913,0.1288332015991211
50000,91,0.003,3e-05,40.0,586.0,0.09344618378816827,0.37881261393229165,0.12796190897623697
50000,91,0.003,0.0001,40.0,586.0,0.09365398190828449,0.3788148335774739,0.12740630696614583
50000,91,0.003,0.0003,40.0,586.0,0.0935954068263259,0.37881933390299477,0.12756804860432944
50000,91,0.003,0.001,40.0,586.0,0.09352772382491824,0.3788237365722656,0.12775414225260417
50000,91,0.003,0.003,40.0,586.0,0.09333451239684912,0.3788415466308594,0.12829061686197915
50000,91,0.003,0.01,40.0,586.0,0.09365790757882883,0.3789363444010417,0.1275172795613607
50000,91,0.003,0.03,40.0,586.0,0.09376536738634286,0.3792152689615886,0.12750773468017576
50000,128,0.003,0.0,40.0,586.0,0.08604630466470271,0.3509736490885416,0.119987478129069
50000,128,0.003,1e-06,40.0,586.0,0.08604630466470271,0.3509736490885416,0.119987478129069
50000,128,0.003,3e-06,40.0,586.0,0.08604630466470271,0.3509736490885416,0.119987478129069
50000,128,0.003,1e-05,40.0,586.0,0.08625238370528578,0.35097388102213545,0.11943450317382813
50000,128,0.003,3e-05,40.0,586.0,0.08618428159179528,0.3509739542643229,0.11961739247639973
50000,128,0.003,0.0001,40.0,586.0,0.08620205463460948,0.3509745483398437,0.11957027587890624
50000,128,0.003,0.0003,40.0,586.0,0.08632653869156008,0.3509768880208333,0.11923844553629558
50000,128,0.003,0.001,40.0,586.0,0.08702132042055484,0.35097998046875006,0.11737643788655598
50000,128,0.003,0.003,40.0,586.0,0.08667586273896027,0.3510005025227865,0.11832432047526042
50000,128,0.003,0.01,40.0,586.0,0.08675253789241975,0.35105514322916664,0.11817313130696615
50000,128,0.003,0.03,40.0,586.0,0.08640457539087272,0.35120878499348956,0.11926085764567058
50000,181,0.003,0.0,40.0,586.0,0.07513341802100358,0.3159057637532552,0.11421458587646484
50000,181,0.003,1e-06,40.0,586.0,0.07513341802100358,0.3159057637532552,0.11421458587646484
50000,181,0.003,3e-06,40.0,586.0,0.07513341802100358,0.3159057637532552,0.11421458587646484
50000,181,0.003,1e-05,40.0,586.0,0.0752688668230866,0.31590587768554684,0.11385109558105468
50000,181,0.003,3e-05,40.0,586.0,0.07538527634092257,0.3159076171875,0.11354034067789713
50000,181,0.003,0.0001,40.0,586.0,0.0754761251374506,0.31590640869140624,0.11329525400797526
50000,181,0.003,0.0003,40.0,586.0,0.07598435822155541,0.3159076009114583,0.11193212483723958
50000,181,0.003,0.001,40.0,586.0,0.07601812194399975,0.31591287231445314,0.11184675954182943
50000,181,0.003,0.003,40.0,586.0,0.07584512357927038,0.31592071533203125,0.11231900634765625
50000,181,0.003,0.01,40.0,586.0,0.07563702116710846,0.31593504638671877,0.11289197591145833
50000,181,0.003,0.03,40.0,586.0,0.07580682541271837,0.3160232991536458,0.11252439931233725
50000,256,0.003,0.0,40.0,586.0,0.06652733849155942,0.30228243815104167,0.12369376729329427
50000,256,0.003,1e-06,40.0,586.0,0.06652733849155942,0.30228243815104167,0.12369376729329427
50000,256,0.003,3e-06,40.0,586.0,0.06652733849155942,0.30228243815104167,0.12369376729329427
50000,256,0.003,1e-05,40.0,586.0,0.06654266204024761,0.302282421875,0.1236526158650716
50000,256,0.003,3e-05,40.0,586.0,0.06642043914224656,0.3022824198404948,0.12398071390787761
50000,256,0.003,0.0001,40.0,586.0,0.0672601057582921,0.30228236694335936,0.12172662607828777
50000,256,0.003,0.0003,40.0,586.0,0.06710035489745367,0.3022804911295573,0.12215359191894531
50000,256,0.003,0.001,40.0,586.0,0.0664746612942817,0.30227935384114585,0.12383209177652994
50000,256,0.003,0.003,40.0,586.0,0.06775011371937044,0.30227959594726567,0.12040845794677735
50000,256,0.003,0.01,40.0,586.0,0.06764201217016357,0.30226779581705726,0.12068684997558594
50000,256,0.003,0.03,40.0,586.0,0.0669686146309932,0.3022316101074219,0.12245835978190105
