family,strategy,n_train,width,params,lr,weight_decay,step,epochs,examples_seen,train_loss,train_acc,val_loss,val_acc,l2_norm_sq,regularizer_loss,train_total_loss_reported,val_total_loss_reported,train_loss_std,train_acc_std,val_loss_std,val_acc_std,l2_norm_sq_std,regularizer_loss_std,train_total_loss_reported_std,val_total_loss_reported_std,seed_count,theta_N_log2,theta_P_log2,theta_lambda_log10,h_data_per_doubling,C_data_specific_heat,h_capacity_per_doubling,C_capacity_specific_heat,h_regularization_per_decade,C_regularization_specific_heat,dominant_response
mnist_mlp,scratch,8192,32,6634,0.003,0.03,96,3.0,24576,0.29649222642183304,0.9124755859375,0.33567026367187497,0.8986666666666666,82.6604507441322,1.239906761161983,1.536398987583816,1.5755770248338579,0.003568121884238554,0.0007425247229367944,0.006731151509319875,0.0034195516275285598,2.9342014747139236,0.04401302212070886,0.04078696560276081,0.038044912357916336,3,13.0,12.695663296788021,-1.5228787452803376,0.10156675603528881,0.036905107546468086,0.08504382660870197,0.06587401282811972,-0.0011451467274385951,0.0017483784455840656,data-limited
mnist_mlp,scratch,8192,45,9325,0.003,0.0,96,3.0,24576,0.25751272837320965,0.9224853515625,0.3005252624511719,0.9094666666666668,94.07332842051983,0.0,0.25751272837320965,0.3005252624511719,0.004141692462126013,0.0010849846700824693,0.00464992619551308,0.0020428737928059604,3.3650693227004185,0.0,0.004141692462126013,0.00464992619551308,3,13.0,13.186888010029962,,0.10587271242173718,0.10128878660459635,0.0561934144536953,0.05107162477897003,,,data-limited
mnist_mlp,scratch,8192,45,9325,0.003,1e-06,96,3.0,24576,0.25751272837320965,0.9224853515625,0.3005252624511719,0.9094666666666668,94.07332842051983,4.703666421025991e-05,0.2575597650374199,0.30057229911538214,0.004141692462126013,0.0010849846700824693,0.00464992619551308,0.0020428737928059604,3.3650693227004185,1.682534661350206e-06,0.00414170078609102,0.0046511258112355985,3,13.0,13.186888010029962,-6.0,0.10587271242173718,0.10128878660459635,0.0561934144536953,0.05107162477897003,3.248812371348109e-07,1.8752899222167957e-06,data-limited
mnist_mlp,scratch,8192,45,9325,0.003,3e-06,96,3.0,24576,0.25751272837320965,0.9224853515625,0.3005252624511719,0.9094666666666668,94.07332842051983,0.00014110999263077973,0.25765383836584044,0.3006663724438026,0.004141692462126013,0.0010849846700824693,0.00464992619551308,0.0020428737928059604,3.3650693227004185,5.047603984050632e-06,0.004141719484513093,0.004653525939964845,3,13.0,13.186888010029962,-5.522878745280337,0.10587271242173718,0.10128878660459635,0.0561934144536953,0.05107162477897003,-3.2488123702378857e-07,8.483886719819641e-07,data-limited
mnist_mlp,scratch,8192,45,9325,0.003,1e-05,96,3.0,24576,0.25751352806886035,0.9224853515625,0.3005256184895833,0.9094666666666668,94.07260237137477,0.0004703630118568739,0.25798389108071723,0.3009959815014402,0.004141629139391071,0.0010849846700824693,0.0046498283191039064,0.002042873792805986,3.3650471117611143,1.682523555880558e-05,0.004141742985317716,0.004661837755316311,3,13.0,13.186888010029962,-5.0,0.10587282533015752,0.10130110448653594,0.056193720307321005,0.051071721348897085,-4.742658387124621e-07,5.065917969752564e-07,data-limited
mnist_mlp,scratch,8192,45,9325,0.003,3e-05,96,3.0,24576,0.2575138087073962,0.9224853515625,0.30052575480143234,0.9094666666666668,94.0723912641406,0.0014110858689621092,0.2589248945763583,0.30193684067039445,0.004141625007882773,0.0010849846700824693,0.004649817741079976,0.0020428737928059604,3.365040575578415,5.0475608633676214e-05,0.0041421716088245,0.004685934784871435,3,13.0,13.186888010029962,-4.522878745280337,0.10587278770059638,0.10130278095180152,0.05619059812920102,0.05107512821068566,-8.121423252793747e-07,2.799479166564584e-06,data-limited
mnist_mlp,scratch,8192,45,9325,0.003,0.0001,96,3.0,24576,0.25751562789082527,0.9224853515625,0.3005264811197917,0.9094666666666668,94.07084184885025,0.004703542092442513,0.2622191699832678,0.3052300232122342,0.004141443163737374,0.0010849846700824693,0.0046497011281011235,0.0020428737928059604,3.3649448594579168,0.00016824724297289623,0.004145648837707689,0.004771097404655703,3,13.0,13.186888010029962,-4.0,0.105834379528434,0.10118467999966105,0.056192083219164024,0.051079166799705124,-3.4743097028777647e-06,1.3309733072807926e-05,data-limited
mnist_mlp,scratch,8192,45,9325,0.003,0.0003,96,3.0,24576,0.2575213313102722,0.9224853515625,0.3005290466308594,0.9094666666666668,94.06575120737155,0.01410986268110573,0.271631193991378,0.3146389093119651,0.0041415606715365875,0.0010849846700824693,0.004649828677344458,0.0020428737928059604,3.3648932174214017,0.0005047339826132105,0.004174288662017578,0.005022044815833584,3,13.0,13.186888010029962,-3.5228787452803374,0.10578106564443615,0.10093471938612125,0.05619502714240232,0.051080700490932766,-1.3402680307694759e-05,2.1598307291747372e-05,data-limited
mnist_mlp,scratch,8192,45,9325,0.003,0.001,96,3.0,24576,0.25753236934542656,0.9224446614583334,0.3005406534830729,0.9096666666666667,94.04846425602834,0.047024232128014175,0.3045566014734407,0.34756488561108706,0.004149502098123405,0.001107638150131511,0.0046601418494009806,0.0018903262505010673,3.365759110100745,0.001682879555050376,0.004490046337598319,0.005975988953652031,3,13.0,13.186888010029962,-3.0,0.10580345513148062,0.10103270406907493,0.05620733773783948,0.051066043629129705,-2.514832331101946e-05,0.00010028483072922727,data-limited
mnist_mlp,scratch,8192,45,9325,0.003,0.003,96,3.0,24576,0.2575889478127162,0.9224446614583334,0.30055393676757813,0.9097333333333334,93.99945415804784,0.14099918123707175,0.3985881290497879,0.4415531180046499,0.004144857949089747,0.001107638150131511,0.004639788577356665,0.0018147543451755227,3.3564996185647913,0.0050347494278471985,0.006546051042145012,0.008938761469153783,3,13.0,13.186888010029962,-2.5228787452803374,0.10583007860510979,0.10117871770035662,0.05619282722836039,0.05115048127876192,-0.00010687730377212379,0.00036289062499991726,data-limited
mnist_mlp,scratch,8192,45,9325,0.003,0.01,96,3.0,24576,0.25778700908025104,0.9225667317708334,0.30065511067708334,0.9096000000000001,93.8156985193491,0.4690784925967455,0.7268655016769966,0.7697336032738288,0.0041566103762792515,0.0010164384763018336,0.004619281832072376,0.002271563338320129,3.3428318302184024,0.01671415915109202,0.017228651852255403,0.020252719258048914,3,13.0,13.186888010029962,-2.0,0.10571118262048776,0.10049443184580809,0.05619624892141112,0.05080843253345363,-0.000406413496564062,0.0006991625242471584,data-limited
mnist_mlp,scratch,8192,45,9325,0.003,0.03,96,3.0,24576,0.2583317831158638,0.92236328125,0.3009417175292969,0.9096000000000001,93.32883778214455,1.3999325667321683,1.658264349848032,1.700874284261465,0.004092660163987621,0.0010641843123878599,0.0045374199959577755,0.0023065125189341376,3.3373432674971055,0.050060149012456534,0.05018013452392206,0.05339014936011178,3,13.0,13.186888010029962,-1.5228787452803376,0.10567777278317139,0.09943866424793973,0.05635193466470684,0.05094377410542821,-0.0007949869834121825,0.00092966236252688,data-limited
mnist_mlp,scratch,8192,64,13258,0.003,0.0,96,3.0,24576,0.22446023176113764,0.9315999348958334,0.27953824462890625,0.9156,112.72926241780321,0.0,0.22446023176113764,0.27953824462890625,0.0034365836226854067,0.0011076381501315322,0.006828013954045288,0.0011135528725659666,1.210302695638113,0.0,0.0034365836226854067,0.006828013954045288,3,13.0,13.694575537525989,,0.0838642998626184,0.025837206025975723,0.03417321252869321,0.024856228970199547,,,data-limited
mnist_mlp,scratch,8192,64,13258,0.003,1e-06,96,3.0,24576,0.22446023176113764,0.9315999348958334,0.27953824462890625,0.9156,112.72926241780321,5.63646312089016e-05,0.22451659639234656,0.27959460926011515,0.0034365836226854136,0.0011076381501315367,0.006828013954045288,0.0011135528725659963,1.2103026956381162,6.051513478190555e-07,0.003436004376524315,0.006827933895851194,3,13.0,13.694575537525989,-6.0,0.0838642998626184,0.025837206025975723,0.03417321252869321,0.024856228970199547,1.735794036838989e-07,2.3065775674706866e-06,data-limited
mnist_mlp,scratch,8192,64,13258,0.003,3e-06,96,3.0,24576,0.22446023176113764,0.9315999348958334,0.27953824462890625,0.9156,112.72926241780321,0.00016909389362670482,0.22462932565476434,0.279707338522533,0.0034365836226854067,0.0011076381501315322,0.006828013954045288,0.0011135528725659666,1.210302695638113,1.81545404345717e-06,0.0034348459109998916,0.006827773937552123,3,13.0,13.694575537525989,-5.522878745280337,0.0838642998626184,0.025837206025975723,0.03417321252869321,0.024856228970199547,-1.735794037949212e-07,3.7618001300572005e-06,data-limited
mnist_mlp,scratch,8192,64,13258,0.003,1e-05,96,3.0,24576,0.22446094453334808,0.9315999348958334,0.27953843485514324,0.9156,112.7283440803488,0.000563641720401744,0.2250245862537498,0.280102076575545,0.0034365901113163487,0.0011076381501315322,0.006827965712717782,0.0011135528725659666,1.2102966321904283,6.051483160952048e-06,0.0034307980820681367,0.006827167455744436,3,13.0,13.694575537525989,-5.0,0.0838541606848105,0.025785991760922222,0.034173375795387484,0.024859876192491952,-3.8792093717821e-06,3.7424723307141703e-06,data-limited
mnist_mlp,scratch,8192,64,13258,0.003,3e-05,96,3.0,24576,0.22446509078145027,0.9315999348958334,0.27954181620279944,0.9156,112.72573449959357,0.0016908860174939036,0.22615597679894417,0.2812327022202934,0.003435760051149385,0.0011076381501315322,0.00683281110860442,0.0011135528725659666,1.2086463056132335,1.8129694584198336e-05,0.0034184044586440137,0.006830388242185096,3,13.0,13.694575537525989,-4.522878745280337,0.08386531728948443,0.02579975184346582,0.03417349480193266,0.024853545832454752,-4.208731769372864e-06,1.9836425780798918e-06,data-limited
mnist_mlp,scratch,8192,64,13258,0.003,0.0001,96,3.0,24576,0.2244664654135704,0.9315999348958334,0.2795423675537109,0.9156,112.72459040706356,0.005636229520353179,0.23010269493392357,0.2851785970740641,0.0034361005860467932,0.0011076381501315322,0.006834013608614166,0.0011135528725659666,1.2093394174169059,6.046697087084518e-05,0.0033782590522860303,0.00682615415141743,3,13.0,13.694575537525989,-4.0,0.08387395895831645,0.02615422100934578,0.03417316784424218,0.02485409228959747,-1.639093659855373e-06,1.0843912760325026e-06,data-limited
mnist_mlp,scratch,8192,64,13258,0.003,0.0003,96,3.0,24576,0.22447041918834051,0.9316813151041666,0.27954340413411455,0.9155333333333333,112.71876507128279,0.016907814760692415,0.2413782339490329,0.29645121889480697,0.0034347298570300655,0.001023742319776126,0.00683207023634999,0.0012055427546683163,1.2084072621552655,0.00018126108932328943,0.003261618986310585,0.006809988880203337,3,13.0,13.694575537525989,-3.5228787452803374,0.0838629983174494,0.025868007852258623,0.03417438859675148,0.02484760909459635,-2.789173239037268e-06,4.3547566731805536e-05,data-limited
mnist_mlp,scratch,8192,64,13258,0.003,0.001,96,3.0,24576,0.2244902439415455,0.9315999348958334,0.2795452158610026,0.9156666666666666,112.70083272829652,0.05635041636414826,0.2808406603056937,0.3358956322251509,0.003424995781425097,0.0011076381501315367,0.006848766189095578,0.0013012814197295532,1.2089374271713609,0.0006044687135856789,0.00285172318675372,0.0067947396454888604,3,13.0,13.694575537525989,-3.0,0.08386483889167828,0.026109049057295955,0.03418739669916798,0.02486976868121134,-4.913184404825577e-05,8.174947102864592e-05,data-limited
mnist_mlp,scratch,8192,64,13258,0.003,0.003,96,3.0,24576,0.22455408175786337,0.9315592447916666,0.27958853963216146,0.9157333333333333,112.64263280729453,0.1689639492109418,0.3935180309688051,0.4485524888431032,0.0034256944915231997,0.0010381958676898557,0.006852936732277386,0.0012055427546683647,1.2178122279581622,0.0018267183419372454,0.0017638367893254069,0.006858417334797924,3,13.0,13.694575537525989,-2.5228787452803374,0.08400152112504122,0.026508433529145753,0.03417802854574303,0.024830591573210894,-8.514075213272854e-05,0.0002262156168619273,data-limited
mnist_mlp,scratch,8192,64,13258,0.003,0.01,96,3.0,24576,0.22473609820008278,0.9315185546875,0.27962981363932293,0.9154666666666667,112.40959827477734,0.5620479913738866,0.7867840895739695,0.8416778050132095,0.0034278497879990442,0.0011772034620352728,0.006802654797261031,0.0011015141094571814,1.2007618358816774,0.006003809179408355,0.0029157729307736123,0.00850447667264423,3,13.0,13.694575537525989,-2.0,0.0839358020475652,0.025714908987985535,0.03429777070010637,0.024784175418880228,-0.00028980434518460774,0.0006084898337044814,data-limited
mnist_mlp,scratch,8192,64,13258,0.003,0.03,96,3.0,24576,0.22530209769805273,0.9315999348958334,0.27985989074707035,0.9154666666666667,111.80765812719862,1.6771148719079791,1.9024169696060318,1.9569747626550493,0.003478189825687627,0.0009942050555721592,0.006792647516281146,0.0013012814197295086,1.202832801410933,0.018042492021164036,0.014774621787090351,0.018543364890677278,3,13.0,13.694575537525989,-1.5228787452803376,0.08500501888275522,0.02912705502046195,0.03440537955536366,0.024723423610370106,-0.0006746343817490841,0.0010046432336562982,data-limited
mnist_mlp,scratch,8192,91,18847,0.003,0.0,96,3.0,24576,0.2055328612526258,0.9376220703125,0.2658309173583984,0.9187333333333333,137.46816980590424,0.0,0.2055328612526258,0.2658309173583984,0.00437286304643992,0.00146484375,0.003545290331217761,0.0016653327995729296,1.4214888148586902,0.0,0.00437286304643992,0.003545290331217761,3,13.0,14.202047278132557,,0.07293955847039849,0.017580302999220983,0.03095239335984007,0.010799955864472154,,,data-limited
mnist_mlp,scratch,8192,91,18847,0.003,1e-06,96,3.0,24576,0.2055328612526258,0.9376220703125,0.2658309173583984,0.9187333333333333,137.46816980590424,6.873408490295211e-05,0.20560159533752875,0.2658996514433014,0.00437286304643992,0.00146484375,0.003545290331217761,0.0016653327995729296,1.4214888148586902,7.107444074293403e-07,0.004373573210609877,0.0035459994949864687,3,13.0,14.202047278132557,-6.0,0.07293955847039849,0.017580302999220983,0.03095239335984007,0.010799955864472154,1.7357940371165448e-07,1.0564595419779246e-06,data-limited
mnist_mlp,scratch,8192,91,18847,0.003,3e-06,96,3.0,24576,0.2055328612526258,0.9376220703125,0.2658309173583984,0.9187333333333333,137.46816980590424,0.00020620225470885636,0.20573906350733462,0.26603711961310733,0.00437286304643992,0.00146484375,0.003545290331217761,0.0016653327995729296,1.4214888148586902,2.132233222288036e-06,0.004374993539515166,0.0035474178244219554,3,13.0,14.202047278132557,-5.522878745280337,0.07293955847039849,0.017580302999220983,0.03095239335984007,0.010799955864472154,-1.735794037949212e-07,3.9876302072493527e-07,data-limited
mnist_mlp,scratch,8192,91,18847,0.003,1e-05,96,3.0,24576,0.20553353180487952,0.9376220703125,0.2658311075846354,0.9187333333333333,137.46702624981603,0.0006873351312490801,0.2062208669361286,0.2665184427158845,0.004372839615240703,0.00146484375,0.0035451340194207607,0.0016653327995728782,1.4214882481934326,7.107441240967158e-06,0.004379941266489254,0.003552225689773097,3,13.0,14.202047278132557,-5.0,0.07293970091079477,0.01753037021707827,0.0309489981544796,0.010799317878018529,-1.9364599207483124e-07,8.860270182603296e-07,data-limited
mnist_mlp,scratch,8192,91,18847,0.003,3e-05,96,3.0,24576,0.20553373048702875,0.9376220703125,0.26583112589518226,0.9187333333333333,137.46665739516416,0.0020619998609274627,0.20759573034795623,0.26789312575610974,0.004372828919846618,0.00146484375,0.0035451307736739054,0.0016653327995728782,1.4214854662004828,2.1322281993007436e-05,0.004394133889685181,0.003566405925142975,3,13.0,14.202047278132557,-4.522878745280337,0.07293983922971115,0.017529922521718012,0.030952302323257852,0.010799577553595383,-9.854279784393682e-07,2.174886067781966e-06,data-limited
mnist_mlp,scratch,8192,91,18847,0.003,0.0001,96,3.0,24576,0.20553518955906233,0.9376220703125,0.26583218383789065,0.9187333333333333,137.4644949734211,0.0068732247486710555,0.21240841430773338,0.27270540858656167,0.004372847678430093,0.00146484375,0.00354737794671306,0.0016653327995728782,1.4211082045497134,7.105541022748575e-05,0.004443847143319037,0.0036182766927786627,3,13.0,14.202047278132557,-4.0,0.07288905236919191,0.017279639369043802,0.030953231367920553,0.010794932156539472,-2.417959419187543e-06,1.3519287109631363e-06,data-limited
mnist_mlp,scratch,8192,91,18847,0.003,0.0003,96,3.0,24576,0.2055322229862213,0.9376220703125,0.26583350931803384,0.9188000000000001,137.45178963119784,0.020617768444679677,0.226149991430901,0.2864512777627135,0.004368266600743787,0.0013427734375,0.003541706813494572,0.0015874507866387368,1.4180256398716151,0.0002127038459807422,0.004580814691093645,0.003753846539764324,3,13.0,14.202047278132557,-3.5228787452803374,0.07294637710561505,0.017571722547392823,0.030962752504751334,0.010793035138093762,8.439305726470891e-09,1.8830362955627943e-05,data-limited
mnist_mlp,scratch,8192,91,18847,0.003,0.001,96,3.0,24576,0.20554944376150766,0.9375406901041666,0.2658319081624349,0.9187333333333333,137.42307517925897,0.06871153758962949,0.27426098135113713,0.33454344575206435,0.004370859022630385,0.0014042508078399715,0.0035419095502625315,0.0016289055630494373,1.419768641038156,0.0007098843205190745,0.005080262383877571,0.004250232889897345,3,13.0,14.202047278132557,-3.0,0.073053386689577,0.017868027104918825,0.03095257774473209,0.010798149068114864,-2.354193165510221e-05,2.7079264322835867e-06,data-limited
mnist_mlp,scratch,8192,91,18847,0.003,0.003,96,3.0,24576,0.20559426521261534,0.9375813802083334,0.2658547231038411,0.9186666666666666,137.33784582590064,0.20600676873885096,0.41160103395146624,0.47186149184269216,0.0043697642886955995,0.001350151369062259,0.0035252831813896773,0.0016772994167212557,1.4182566343848129,0.0021273849515772254,0.006495796409611442,0.005648297905414338,3,13.0,14.202047278132557,-2.5228787452803374,0.07334212938312412,0.018964616125179752,0.03097782570579033,0.010755239450194035,-6.403982283714749e-06,0.00013576863606773646,data-limited
mnist_mlp,scratch,8192,91,18847,0.003,0.01,96,3.0,24576,0.20574661468466124,0.9377034505208334,0.2658343404134115,0.9189333333333334,137.0621841351191,0.6853109206755956,0.8910575353602569,0.9511452610890071,0.004338116952622321,0.001414822481340636,0.0035688008550778306,0.0014468356276140226,1.4233009298400314,0.007116504649200165,0.011451866524476726,0.010679761244299894,3,13.0,14.202047278132557,-2.0,0.07294648325704761,0.017942615107826562,0.031028446020762268,0.010904311537954462,-0.00017577602061330522,0.0005840655663964565,data-limited
mnist_mlp,scratch,8192,91,18847,0.003,0.03,96,3.0,24576,0.20620412627855936,0.9375406901041666,0.2660117055257161,0.919,136.26847628007332,2.0440271442010998,2.250231270479659,2.310038849726816,0.004298231654555219,0.0012937917558255756,0.0034669760162078463,0.0013999999999999785,1.4144450215415605,0.021216675323123536,0.02551019431622293,0.02465753125415287,3,13.0,14.202047278132557,-1.5228787452803376,0.07339517247794974,0.018694154708958292,0.031245737451806865,0.010725262534649047,-0.0005677042186347236,0.0010588216206424022,data-limited
mnist_mlp,scratch,8192,128,26506,0.003,0.0,96,3.0,24576,0.1846799117823442,0.944580078125,0.24872291768391927,0.9244,161.05625943591198,0.0,0.1846799117823442,0.24872291768391927,0.002303535757941305,0.000559396447138164,0.007058303585515566,0.00039999999999995595,2.074158860604936,0.0,0.002303535757941305,0.007058303585515566,3,13.0,14.694031350185641,,0.04926843744054127,0.025022614860905,0.02351496713250467,0.021540698450985753,,,data-limited
mnist_mlp,scratch,8192,128,26506,0.003,1e-06,96,3.0,24576,0.1846799117823442,0.944580078125,0.24872291768391927,0.9244,161.05625943591198,8.0528129717956e-05,0.18476043991206215,0.24880344581363723,0.002303535757941305,0.000559396447138164,0.007058303585515561,0.00039999999999995595,2.074158860604936,1.0370794303024678e-06,0.0023040428163913895,0.007059088749763828,3,13.0,14.694031350185641,-6.0,0.04926843744054127,0.025022614860905,0.02351496713250467,0.021540698450985753,3.175482034240007e-06,1.968435001175586e-05,data-limited
mnist_mlp,scratch,8192,128,26506,0.003,3e-06,96,3.0,24576,0.1846799117823442,0.944580078125,0.24872291768391927,0.9244,161.05625943591198,0.00024158438915386797,0.18492149617149803,0.24896450207307316,0.002303535757941307,0.000559396447138164,0.007058303585515552,0.00039999999999995595,2.074158860604931,3.11123829090739e-06,0.002305057998460841,0.0070606592733062565,3,13.0,14.694031350185641,-5.522878745280337,0.04926843744054127,0.025022614860905,0.02351496713250467,0.021540698450985753,-3.1754820342677625e-06,6.937662760403463e-06,data-limited
mnist_mlp,scratch,8192,128,26506,0.003,1e-05,96,3.0,24576,0.18468026320139566,0.944580078125,0.24872639770507812,0.9244,161.05666258620718,0.000805283312931036,0.18548554651432672,0.24953168101800915,0.002303170155271144,0.000559396447138164,0.007058840120081214,0.00039999999999995595,2.076495054303574,1.0382475271517881e-05,0.0023082717036075682,0.007066702110183895,3,13.0,14.694031350185641,-5.0,0.049275732854691306,0.025033462365059607,0.023515534688675316,0.021533566428090695,-3.1509562042897343e-06,3.820800781202031e-06,data-limited
mnist_mlp,scratch,8192,128,26506,0.003,3e-05,96,3.0,24576,0.18468042214711508,0.944580078125,0.24872637532552086,0.9244,161.05617467872798,0.0024158426201809197,0.187096264767296,0.25114221794570174,0.0023031767785807312,0.000559396447138164,0.0070588199337452305,0.00039999999999995595,2.076486128296939,3.1147291924454064e-05,0.0023185873629665305,0.007082425157505531,3,13.0,14.694031350185641,-4.522878745280337,0.049303966147356104,0.024858535145182756,0.023515593532680873,0.021537652297236785,3.150624792447321e-07,1.1947631836025653e-05,data-limited
mnist_mlp,scratch,8192,128,26506,0.003,0.0001,96,3.0,24576,0.1846814105908076,0.944580078125,0.2487260569254557,0.9244,161.0528520575414,0.008052642602877072,0.19273405319368467,0.25677869952833277,0.0023032541406548404,0.000559396447138164,0.007059093066557581,0.00039999999999995595,2.0766109773532175,0.00010383054886766102,0.0023558515609832793,0.007138009701644767,3,13.0,14.694031350185641,-4.0,0.049177821816323714,0.0252470385587516,0.023519843241775085,0.021539872923361063,9.245809071800615e-06,3.6346435546944003e-06,data-limited
mnist_mlp,scratch,8192,128,26506,0.003,0.0003,96,3.0,24576,0.18468440075715384,0.944580078125,0.24871788533528646,0.9244,161.0443617782245,0.024156654266733673,0.2088410550238875,0.2728745396020202,0.0023035758842414283,0.00048828125,0.007056546798014415,0.00039999999999995595,2.077631858014178,0.00031164477870212787,0.002471046449029267,0.007295701369373357,3,13.0,14.694031350185641,-3.5228787452803374,0.0491511320076545,0.025137307999779007,0.02352340102847411,0.02155202429234661,-1.5068316430721929e-06,3.758239746091774e-05,data-limited
